9.032258064516129892e-02,1.086956521739130543e-01,1.223730084869362363e-02,3.866116173438888422e-03,7.278481012658227778e-02,3.933901918976545620e-01,1.534120040856038858e-04,6.270827022114510395e-03,1.636820881932098820e-02,3.706010588601681838e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.829710144927536308e-01,6.597863681191227375e-04,1.899034029643948962e-01,9.588607594936708889e-01,1.000000000000000000e+00,4.739623494644709840e-03,2.756740381702514359e-03,2.059575944152972071e-03,9.342883836810963582e-04,0.000000000000000000e+00
0.000000000000000000e+00,2.717391304347826012e-02,6.250607697970636946e-05,2.974637458494189257e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.023831343687298067e-03,2.726446531354135379e-04,1.951177210250184136e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.838709677419354704e-02,5.253623188405796840e-02,3.285041601266789658e-03,3.441513819130571309e-03,8.544303797468355555e-02,4.360341151385928038e-01,2.563595331430486464e-04,1.726749469857618820e-03,4.747864544942114948e-03,8.408595453129866573e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.898550724637681195e-02,6.945119664411819431e-05,3.160866561260994995e-02,7.521097046413501852e-01,1.000000000000000000e+00,4.501431172511799190e-04,1.817631020902757009e-04,2.167974678055760332e-04,9.342883836810963582e-04,0.000000000000000000e+00
3.225806451612903223e-03,4.257246376811594235e-01,3.229480643951495276e-03,2.197000594070838142e-01,5.421940928270042592e-01,6.684434968017057832e-01,1.867185576041889474e-03,7.876401090578613942e-03,6.894159476217317714e-03,7.785736530675801612e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.920289855072463692e-01,6.945119664411818347e-04,1.992148581027351761e-01,8.618143459915612592e-01,1.000000000000000000e+00,3.548661883980153663e-03,2.605271129960617937e-03,2.167974678055760007e-03,1.245717844908128405e-03,0.000000000000000000e+00
1.709677419354838634e-01,8.514492753623188748e-02,1.795313433250455074e-02,1.605294865849866146e-03,9.599156118143462035e-02,2.153518123667377271e-01,1.176831557656672069e-03,1.099666767646167824e-02,1.469886831721805426e-02,1.650576144503270240e-02,0.000000000000000000e+00
7.741935483870968082e-02,3.043478260869565410e-01,2.929451474448905093e-02,1.253880548928903473e-02,1.719409282700422037e-01,9.434968017057570044e-01,1.110218450619502055e-04,2.726446531354135075e-02,8.656722889476650695e-02,1.800062285892245484e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.152173913043478382e-02,2.708596669120608711e-04,8.561510541498362770e-02,1.972573839662447037e-01,1.000000000000000000e+00,7.266884404054916625e-05,1.211754013935170888e-04,8.455101244417464589e-04,2.180006228589224763e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.702898550724637750e-01,6.111705304682400449e-04,1.768673657707184876e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.897060545258559897e-02,2.665858830657376766e-03,1.907817716689068788e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.898550724637681195e-02,6.945119664411819431e-05,3.160866561260994995e-02,8.755274261603375185e-01,1.000000000000000000e+00,1.308039192729885860e-03,2.423508027870342047e-04,2.167974678055760332e-04,3.114294612270321013e-04,0.000000000000000000e+00
5.161290322580645157e-02,1.449275362318840597e-02,1.013987471004125290e-03,9.348700958893652133e-04,1.656118143459915648e-01,4.637526652452026443e-01,1.735977940968675250e-04,7.573462587094820014e-04,1.495902527858474504e-03,4.982871379632513621e-03,0.000000000000000000e+00
1.999999999999999833e-01,1.413043478260869457e-01,3.451724473212673672e-02,2.285031090948707200e-03,3.016877637130801482e-01,3.017057569296375252e-01,3.749712352492339668e-02,5.071190548318690872e-02,3.709404674153405496e-02,2.491435689816256811e-03,1.000000000000000000e+00
6.000000000000000888e-01,2.463768115942028825e-01,1.778784048449154609e-01,1.314777465533649003e-03,8.934599156118143704e-01,9.904051172707888373e-01,5.706522836184239368e-03,6.973038473189943076e-01,5.505138099986991440e-01,2.444721270632201904e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.884057971014492794e-02,2.222438292611782055e-04,7.257906822130721913e-02,8.913502109704641851e-01,1.000000000000000000e+00,1.560361567870681811e-03,8.482278097546198112e-04,6.937518969778431761e-04,9.342883836810963582e-04,0.000000000000000000e+00
0.000000000000000000e+00,5.797101449275362389e-02,1.805731112747072835e-04,6.140532205529887488e-02,1.000000000000000000e+00,1.000000000000000000e+00,6.455415645602122048e-03,7.876401090578611991e-04,5.636734162944975670e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.548387096774193589e-02,5.018115942028985588e-01,2.312030336282694387e-02,4.309341438023885779e-02,6.118143459915611343e-02,8.742004264392325141e-02,3.005664132677160830e-03,1.087549227506816145e-02,1.023284048042318733e-02,6.851448146994705904e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.260869565217391214e-02,8.334143597294181691e-05,3.533324766794606470e-02,5.559071729957805186e-01,1.000000000000000000e+00,5.349234352984872255e-04,1.211754013935170888e-04,2.601569613666912181e-04,6.228589224540643111e-04,0.000000000000000000e+00
1.612903225806451568e-02,2.554347826086956208e-01,5.868626116427986227e-03,4.402455989407288300e-02,6.645569620253163889e-02,1.183368869936034240e-01,1.112237029620628511e-03,2.756740381702514359e-03,3.035164549278064356e-03,4.360012457178448660e-03,0.000000000000000000e+00
3.225806451612903223e-03,2.355072463768115992e-02,1.458475129526481864e-04,1.298575533592936926e-02,2.468354430379747222e-01,8.091684434968016149e-01,1.408968142786204327e-03,3.029385034837927897e-05,3.468759484889216422e-04,0.000000000000000000e+00,0.000000000000000000e+00
