0.288568681,0.909323016,-0.495337905,-0.096214259,0.175270195,-1.024366682,-0.830240614,-1.454678365,-1.696240892,-0.403100011,-0.145900603,0.626200561,2.004454843,1.63134666,-0.164060278,1.819087949,8
-1.12190986,0.256442824,-0.495337905,0.871269041,-0.254194506,0.363642495,-0.73245728,0.013056982,-1.250877223,-0.694432974,-0.657605694,-1.301364065,0.632760126,-1.017372087,1.280616067,-0.94184877,2
-1.12190986,-1.642845007,-0.34299192,-0.758176517,0.604734895,0.911540855,1.58174829,1.80695574,0.560268368,1.490564244,-0.307491684,0.553462273,-1.181416757,-0.325093323,-0.741930817,-1.12190986,1
-1.12190986,0.909323016,-1.257067828,0.463907651,-1.313540767,0.107956594,-1.058401726,0.013056982,0.857177482,-0.002517188,1.039100659,0.33524741,0.85400121,-0.385291477,0.486044077,-1.12190986,4
-1.12190986,-1.04931756,0.34256501,0.005626088,1.406402336,1.276806428,0.962453842,1.154628919,0.085213787,0.944314939,-0.576810153,0.153401691,-0.960175674,-0.475588707,0.004485295,-1.12190986,1
1.879108312,0.909323016,1.82793836,0.820348867,-0.053777645,0.327115938,-1.123590616,0.078289664,-1.696240892,-0.658016353,-0.657605694,-1.301364065,0.809752993,-0.595985013,-0.64561906,-0.521706226,6
-1.12190986,0.909323016,-1.409413813,-0.554495823,-0.712290186,-1.097419797,1.09283162,-0.313106428,1.27285024,1.344897763,0.311940794,2.226442892,0.45576726,0.397284517,0.461966138,-1.12190986,4
-1.12190986,-2.711194411,-1.447500309,-1.06369756,-1.141754886,-2.193216516,0.375753838,-1.454678365,1.27285024,0.325232394,0.742850344,2.29918118,-0.827431024,1.932337427,-1.127177842,0.588670498,0
-0.731777498,0.256442824,-1.066635347,-1.674739644,0.604734895,-0.987840125,0.147592726,-1.454678365,-1.577477247,-0.621599733,-1.654084028,0.917153712,-1.00442389,1.751742967,1.280616067,1.879108312,5
0.588670498,0.909323016,-0.685770386,-0.554495823,-1.456695667,-1.243526026,-0.862835058,-1.454678365,0.530577457,-0.767266214,1.039100659,0.517093129,0.898249426,1.54104943,-0.501151426,1.428955587,0
1.098843588,0.137737335,-0.34299192,0.871269041,-1.456695667,0.144483152,0.343159393,0.632767462,1.27285024,1.636230725,1.039100659,0.080663403,1.296483376,-1.07757024,-0.693774938,-1.091899679,9
0.318578863,0.671912037,0.83768946,-0.910937039,1.062830576,-1.389632255,-0.993212837,-1.454678365,-1.072731755,-0.038933808,0.473531875,1.135368575,2.004454843,1.932337427,-1.127177842,1.428955587,8
