1.068456606615774936e-03,8.615276688787957271e-01,4.638995140116592419e-01,1.988140774335682426e-01,9.467337020646107368e-03,4.057430151705474462e-03,3.381191793087895566e-04,1.352476717235158226e-03,5.413964299092338672e-02
1.275346278182645223e-03,8.719809436876690967e-01,4.359904718438345483e-01,2.179952359219172742e-01,1.038072552009129852e-02,5.931843154337885365e-03,3.707401971461178353e-04,5.931843154337885365e-03,4.312449973203642123e-02
1.160955742928504496e-03,8.671773079801330386e-01,4.509322001496691712e-01,2.081225539152319337e-01,9.910597805487234360e-03,2.831599372996352736e-03,3.539499216245440920e-04,4.247399059494528888e-03,3.497025225650495645e-02
7.739764423722555846e-04,8.906592545177698383e-01,3.735022680235808856e-01,2.585784932470944764e-01,4.104420527731657969e-03,3.518074738055706769e-03,4.690766317407609604e-04,3.518074738055706769e-03,1.780145817456187801e-02
7.739791654879545546e-04,8.906623881637900642e-01,3.735035821332022832e-01,2.585794030152939182e-01,4.104434968496728682e-03,2.345391410569559309e-03,4.690782821139118726e-04,2.345391410569559309e-03,1.798915211906852024e-02
1.623921543102902453e-03,8.525588101290237919e-01,4.871764629308707462e-01,1.826911735990765229e-01,1.159943959359216112e-02,4.971188397253783336e-03,4.142656997711486114e-04,4.971188397253783336e-03,4.732571354185601681e-02
6.775089068371207548e-04,8.834934696416324451e-01,4.015879407461965811e-01,2.409527644477179320e-01,3.824647054725681481e-03,2.185512602700389728e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.397704191611674224e-03
8.395074581025953244e-04,8.942579445005907068e-01,3.577031778002362494e-01,2.682773833501772009e-01,4.258371164288526738e-03,6.083387377555038444e-03,4.866709902044031471e-04,2.433354951022015464e-03,1.778782469197093263e-02
9.596174572357942141e-04,8.352459841598393053e-01,5.258956196561951346e-01,1.546751822518220854e-01,8.838581842961261426e-03,3.787963646983397940e-03,1.262654548994466143e-04,3.787963646983397940e-03,4.202114339053582975e-02
9.594238640433007132e-04,8.350774816640044174e-01,5.257895254921509665e-01,1.546439780859267532e-01,8.836798747767242099e-03,5.049599284438424304e-03,3.155999552774015190e-04,2.524799642219212152e-03,4.653205740610007884e-02
1.364823781031859447e-03,8.545313340127252966e-01,4.829959713984969261e-01,1.857676813071142130e-01,1.061529607469224000e-02,4.549412603439531924e-03,1.516470867813177344e-04,6.065883471252708943e-03,4.253700784215962150e-02
1.160650438899970670e-03,8.669492607636976045e-01,4.508136155971227965e-01,2.080678225832874317e-01,9.907991551585115797e-03,5.661709458048638094e-03,5.661709458048638528e-04,7.077136822560797617e-03,4.113231921272335334e-02
6.774439698756447607e-04,8.834087897491270658e-01,4.015494498859668027e-01,2.409296699315801038e-01,3.824280475104446016e-03,3.277954692946667952e-03,2.731628910788889779e-04,4.370606257262223647e-03,1.596363935465027264e-02
1.068286629812137227e-03,8.613906116333308605e-01,4.638257139564089804e-01,1.987824488384609678e-01,9.465830897069571134e-03,6.761307783621121371e-03,5.409046226896897791e-04,2.704523113448448896e-03,5.668680445787948469e-02
